measuring_date,0,Bateria (Volts),Humedad relativa (%),Humedad suelo mineral (m3/m3),Humedad suelo organico (m3/m3),Indice refraccion (VE),Lluvia Accu (mm),Lluvia Ins (mm),NaCl pavimento (%),Nivel agua pavimento (mm),Presion atmosferica (mb),Puerta Abierta Ins,Punto rocio (°C),Temperatura aire (°C),Temperatura pavimento (°C),Temperatura suelo (°C),Velocidad viento (Km/h),Viento direccion (°),Visibilidad (m),Carril1,Carril2,Volume_total
2019-10-13,0.0,14.19298,96.0925,0.4513177,0.5313076,5.391069,16.36199,0.162,0.1,0.177,1015.431,0.0,24.70074,32.4325,54.2,43.65888,12.57751,355.2233,10035.09,568.0,41.0,609.0
2019-10-14,0.0,14.30766,96.23349,0.2797167,0.3441066,3.949621,0.648,-5.551115e-17,0.1,0.152,1015.8,0.0,24.57368,32.0065,53.1,40.92254,9.945016,358.6068,10034.33,846.0,217.0,1063.0
2019-10-15,0.0,14.09843,96.42052,0.2848073,0.3496599,3.992382,2.268,-5.551115e-17,0.1,0.388,1014.094,0.0,25.95784,29.2455,45.05,34.88194,10.62241,359.8813,10033.93,834.0,173.0,1007.0
2019-10-16,0.0,14.05623,96.87199,0.2701671,0.3336888,3.869404,0.972,-5.551115e-17,0.1,3.066,1013.862,0.0,25.21459,31.749,54.1,41.10583,8.932506,358.2566,10038.24,742.0,54.0,796.0
2019-10-17,0.0,15.15473,96.71549,0.3809556,0.454549,4.800028,5.346001,-5.551115e-17,0.1,0.076,1013.589,0.0,26.24333,32.798,51.0,39.93727,6.696931,356.122,10040.42,704.0,52.0,756.0
2019-10-18,0.0,13.93734,96.42403,0.269821,0.3333112,3.866497,0.162,-5.551115e-17,0.0,0.0,1013.331,0.0,26.0474,33.81701,49.2,41.11637,8.01452,351.6579,10036.48,991.0,113.0,1104.0
2019-10-19,0.0,13.93113,96.51901,0.2410513,0.3019262,3.624832,-3.330669e-14,-5.551115e-17,0.0,0.0,1010.758,0.0,26.77347,33.76,50.4,42.82113,10.01463,343.6526,10036.36,535.0,19.0,554.0
2019-10-20,0.0,14.314,95.10801,0.2485242,0.3100785,3.687604,1.134,-5.551115e-17,0.1,0.272,1011.852,0.0,26.69065,34.4835,53.5,44.32379,11.33999,355.3839,10040.27,521.0,43.0,564.0
2019-10-21,0.0,14.25916,95.19202,0.2206653,0.2796869,3.453589,-3.330669e-14,-5.551115e-17,0.0,0.0,1011.858,0.0,26.66162,35.4465,52.5,46.03101,8.808613,356.5002,10040.91,905.0,62.0,967.0
2019-10-22,0.0,14.19258,94.19499,0.3024712,0.3689296,4.140759,3.078,-5.551115e-17,0.0,0.0,1015.335,0.0,25.94329,33.283,54.40001,43.22079,13.92391,355.5768,10036.86,706.0,39.0,745.0
2019-10-23,0.0,14.03774,96.3185,0.4411069,0.5201687,5.305299,10.368,-5.551115e-17,0.1,2.218,1014.809,0.0,24.46995,29.87,49.4,37.44415,9.586214,359.2412,10030.14,746.0,63.0,809.0
2019-10-24,0.0,14.07849,97.06699,0.4516481,0.531668,5.393844,11.502,0.162,0.1,0.085,1013.109,0.0,24.61914,30.8735,53.9,37.92055,6.723925,359.6793,10030.17,929.0,61.0,990.0
2019-10-25,0.0,14.12797,95.5425,0.4040422,0.4797345,4.993956,10.692,-5.551115e-17,0.1,0.218,1013.083,0.0,25.09254,31.8205,52.2,39.38445,12.47161,359.7373,10033.85,753.0,48.0,801.0
2019-10-26,0.0,13.36169,96.75501,0.4032056,0.4788217,4.986928,5.994002,0.162,0.1,0.293,1015.728,0.0,23.66565,24.312,27.49,25.09205,13.67731,355.081,10000.29,599.0,34.0,633.0
2019-10-27,0.0,13.95052,96.43301,0.3835271,0.4573542,4.821629,1.782,-5.551115e-17,0.1,0.097,1015.577,0.0,22.50146,26.8485,41.85,32.16386,12.46502,303.1568,10018.28,428.0,28.0,456.0
2019-10-28,0.0,14.34371,93.512,0.2643748,0.32737,3.820749,-3.330669e-14,-5.551115e-17,0.0,0.0,1014.847,0.0,23.99602,30.912,49.95,37.38087,5.318408,359.6186,10032.77,834.0,46.0,880.0
2019-10-29,0.0,14.05316,95.29601,0.2506403,0.3123869,3.705379,-3.330669e-14,-5.551115e-17,0.0,0.0,1013.908,0.0,25.33949,31.2815,56.7,41.37761,7.371321,354.6852,10032.12,631.0,293.0,924.0
2019-10-30,0.0,14.34828,94.86349,0.2362638,0.2967035,3.584617,0.324,-5.551115e-17,0.0,0.0,1013.834,0.0,24.93348,32.408,52.7,43.03199,10.062,357.503,10033.87,854.0,72.0,926.0
2019-10-31,0.0,13.87616,94.94099,0.2205505,0.2795617,3.452625,-3.269607e-14,-5.551115e-17,0.0,0.0,1018.419,0.0,24.97813,32.617,48.7,43.08145,12.79831,353.6119,10034.08,743.0,75.0,818.0
2019-11-01,0.0,13.58791,95.52633,0.4535373,0.533729,5.409715,21.38401,0.162,0.1,2.925,1021.283,0.0,24.48261,25.595,33.27,26.56785,12.09151,347.7579,10000.38,742.0,85.0,827.0
2019-11-02,0.0,14.14795,95.929,0.362445,0.4343556,4.644538,4.536,-5.551115e-17,0.1,0.218,1020.253,0.0,23.68597,27.366,41.78,32.39342,11.83501,355.2721,10019.03,406.0,51.0,457.0
2019-11-03,0.0,14.10627,96.94263,0.4002677,0.4756168,4.96225,14.90399,-5.551115e-17,0.1,1.816,1018.746,0.0,24.87749,28.899,43.27,33.42535,7.503608,356.3318,10022.12,666.0,34.0,700.0
2019-11-04,0.0,13.89885,96.21349,0.2765823,0.3406872,3.923291,0.486,-5.551115e-17,0.06,0.19,1017.36,0.0,24.13453,29.9795,51.9,38.22012,12.93752,357.587,10028.85,756.0,68.0,824.0
2019-11-05,0.0,13.98544,96.28851,0.2591203,0.3216378,3.776611,0.162,-5.551115e-17,0.0,0.0,1017.694,0.0,24.91869,30.352,52.8,37.7854,9.43171,356.5714,10029.42,499.0,35.0,534.0
2019-11-06,0.0,14.1404,95.41052,0.2732545,0.3370569,3.895339,0.81,-5.551115e-17,0.1,0.169,1018.498,0.0,24.42402,31.0755,55.1,39.00641,13.44572,359.1786,10029.52,848.0,52.0,900.0
2019-11-07,0.0,14.24679,94.613,0.2410729,0.3019498,3.625013,1.944,-5.551115e-17,0.0,0.0,1018.016,100.0,24.20845,31.1915,53.8,39.40066,9.685505,357.9354,10031.16,853.0,57.0,910.0
2019-11-08,0.0,14.16339,94.76295,0.3859288,0.4599743,4.841803,9.882001,-5.551115e-17,0.1,0.164,1018.309,0.0,25.41644,29.6065,50.7,37.73312,10.25282,356.8807,10028.3,889.0,63.0,952.0
2019-11-09,0.0,13.74588,96.1785,0.3827371,0.4564925,4.814993,7.776004,-5.551115e-17,0.1,0.312,1019.109,0.0,25.63897,28.32351,37.02,31.46444,9.670518,356.0858,10023.3,607.0,49.0,656.0
2019-11-10,0.0,13.51695,96.71902,0.298599,0.3647055,4.108232,0.972,-5.551115e-17,0.1,2.473,1019.609,0.0,23.98845,26.6795,35.51,30.49163,6.954323,359.7697,10015.27,507.0,65.0,572.0
2019-11-11,0.0,14.17353,97.23799,0.2702781,0.3338099,3.870337,0.162,-5.551115e-17,0.09000001,0.048,1016.941,0.0,24.93612,30.5755,51.2,38.30793,8.606997,354.6144,10031.75,738.0,109.0,847.0
2019-11-12,0.0,14.28406,96.10198,0.3800625,0.4535747,4.792525,4.374,-5.551115e-17,0.1,0.113,1018.749,0.0,24.60742,29.6425,51.5,36.63975,15.80941,357.8899,10023.83,682.0,54.0,736.0
2019-11-13,0.0,13.43918,96.60149,0.4242702,0.5018012,5.16387,4.698,-5.551115e-17,0.09000001,1.885,1019.337,0.0,21.73283,22.3445,27.88,23.67541,15.25501,309.9445,9985.861,1056.0,114.0,1170.0
2019-11-14,0.0,13.34568,96.12901,0.3654152,0.4375958,4.669488,3.726,0.162,0.1,2.93,1018.342,0.0,22.20683,23.5595,31.24,25.78919,15.1425,276.6325,9994.64,915.0,102.0,1017.0
2019-11-15,0.0,13.41669,97.29102,0.4362847,0.514908,5.264792,18.144,-5.551115e-17,0.1,2.931111,1020.817,0.0,23.39341,24.6165,31.56,27.61229,12.1635,358.098,10004.56,994.0,91.0,1085.0
2019-11-16,0.0,13.26662,96.43153,0.3545802,0.4257758,4.578474,2.43,-5.551115e-17,0.0,0.0,1020.681,0.0,21.97135,23.567,30.36,27.11492,7.326621,150.0842,10000.82,656.0,52.0,708.0
2019-11-17,0.0,15.14901,96.80151,0.2685367,0.3319102,3.855709,-1.720846e-14,-5.551115e-17,0.0,0.0,1018.603,0.0,22.13962,26.9485,47.46,35.35713,7.907415,358.5624,10025.97,352.0,17.0,369.0
2019-11-18,0.0,13.9379,95.78001,0.2528702,0.3148195,3.72411,-3.330669e-14,-5.551115e-17,0.0,0.0,1018.37,0.0,19.82058,27.5915,53.87,36.20882,5.806822,359.1967,10025.0,628.0,52.0,680.0
2019-11-19,0.0,13.8282,95.79099,0.247033,0.3084517,3.675078,-3.330669e-14,-5.551115e-17,0.0,0.0,1018.182,0.0,20.59807,27.037,51.78,35.41826,10.5729,347.9698,10019.72,829.0,113.0,942.0
2019-11-20,0.0,13.93838,93.69499,0.2352887,0.2956398,3.576426,-3.330669e-14,-5.551115e-17,0.0,0.0,1018.716,0.0,19.57976,27.4075,52.5,35.9709,13.49881,359.5857,10019.74,650.0,23.0,673.0
2019-11-21,0.0,13.99708,94.02101,0.2286467,0.2883939,3.520633,-3.241851e-14,-5.551115e-17,0.0,0.0,1017.293,0.0,22.02328,29.406,54.2,38.35581,12.25801,355.3477,10024.61,741.0,79.0,820.0
2019-11-22,0.0,13.81628,95.82148,0.218601,0.2774349,3.436249,0.162,-5.551115e-17,0.0,0.0,1016.342,0.0,23.1677,30.2755,48.2,39.51117,6.82682,347.8523,10027.98,884.0,87.0,971.0
2019-11-23,0.0,13.87713,95.43352,0.2140461,0.272466,3.397988,-3.330669e-14,-5.551115e-17,0.0,0.0,1017.192,0.0,24.20138,30.3915,49.75999,37.38461,5.803214,358.2757,10030.57,616.0,33.0,649.0
2019-11-24,0.0,13.80248,96.27402,0.230359,0.2902618,3.535016,0.162,-5.551115e-17,0.1,0.159,1017.838,0.0,24.80955,29.047,49.02,36.6568,7.893319,359.8287,10026.42,476.0,32.0,508.0
2019-11-25,0.0,13.63472,96.54503,0.2106444,0.268755,3.369414,-3.330669e-14,-5.551115e-17,0.0,0.0,1014.929,0.0,24.57903,30.363,46.3,39.59246,8.899528,354.3015,10028.6,652.0,98.0,750.0
2019-11-26,0.0,14.20234,93.29445,0.2015227,0.2588041,3.292791,-3.330669e-14,-5.551115e-17,0.0,0.0,1012.378,0.0,23.2957,30.946,48.8,40.94288,8.131531,219.7369,10029.74,554.0,61.0,615.0
2019-11-27,0.0,13.93718,90.30701,0.191613,0.2479935,3.20955,0.162,-5.551115e-17,0.0,0.0,1015.868,0.0,23.88063,32.2035,50.7,41.28605,9.436813,137.6603,10030.93,871.0,117.0,988.0
2019-11-28,0.0,13.81445,91.576,0.1835471,0.2391943,3.141796,-3.291811e-14,-5.551115e-17,0.0,0.0,1019.475,0.0,25.25163,31.2265,47.90001,40.26928,14.06342,130.7901,10028.47,872.0,67.0,939.0
2019-11-29,0.0,13.79252,93.28951,0.1794152,0.2346868,3.107088,-3.330669e-14,-5.551115e-17,0.0,0.0,1019.401,0.0,24.93159,30.95701,53.6,40.6702,12.87902,114.8692,10027.8,1055.0,49.0,1104.0
2019-11-30,0.0,14.18721,93.8595,0.1740744,0.2288605,3.062226,-3.330669e-14,-5.551115e-17,0.0,0.0,1016.169,0.0,23.10713,29.9065,47.1,40.27642,12.12302,331.7981,10024.33,780.0,38.0,818.0
2019-12-01,0.0,14.10805,94.91051,0.1713316,0.2258683,3.039186,0.162,-5.551115e-17,0.0,0.0,1017.975,0.0,23.13865,30.2545,50.86,39.51518,7.402518,358.3949,10029.25,526.0,11.0,537.0
2019-12-02,0.0,13.56243,94.589,0.3121921,0.3795343,4.222415,5.994002,-5.551115e-17,0.1,1.228,1020.98,100.0,24.01842,27.986,39.9,32.3908,11.15191,358.1949,10021.36,882.0,44.0,926.0
2019-12-03,0.0,14.12055,97.3815,0.2741865,0.3380736,3.903167,0.162,-5.551115e-17,0.0,0.0,1019.894,0.0,23.49268,28.972,48.3,38.45942,9.477611,357.9222,10026.36,776.0,114.0,890.0
2019-12-04,0.0,14.36257,95.4865,0.2517574,0.3136056,3.714763,-3.330669e-14,-5.551115e-17,0.01,0.004,1017.911,0.0,22.57976,29.888,47.4,40.07729,9.373506,353.8791,10026.27,756.0,90.0,846.0
2019-12-05,0.0,14.29826,94.027,0.2364121,0.2968653,3.585863,-3.264056e-14,-5.551115e-17,0.0,0.0,1018.927,0.0,22.42396,29.929,51.5,40.00807,11.58302,344.0641,10025.04,948.0,135.0,1083.0
2019-12-06,0.0,14.18847,93.31152,0.2243575,0.2837148,3.484604,23.004,0.486,0.0,0.0,1021.042,100.0,23.87194,30.1795,46.18,39.10215,8.998502,171.9487,10028.62,874.0,63.0,937.0
2019-12-07,0.0,13.98337,94.002,0.2154962,0.2740479,3.410169,-3.330669e-14,-5.551115e-17,0.0,0.0,1022.457,0.0,22.78333,29.5165,54.40001,34.00465,9.976498,352.322,10026.72,645.0,34.0,679.0
2019-12-08,0.0,13.94516,95.14613,0.2095897,0.2676044,3.360554,-3.330669e-14,-5.551115e-17,0.0,0.0,1021.2,0.0,22.04612,29.286,50.3,36.28185,9.31111,349.445,10027.14,575.0,50.0,625.0
2019-12-09,0.0,14.04908,93.21851,0.2019682,0.2592901,3.296534,-3.330669e-14,-5.551115e-17,0.0,0.0,1016.485,0.0,21.44459,28.801,55.2,36.18914,10.503,276.6855,10025.04,883.0,83.0,966.0
2019-12-10,0.0,13.68502,93.4665,0.1975764,0.254499,3.259642,-3.330669e-14,-5.551115e-17,0.0,0.0,1016.013,0.0,22.92285,31.329,48.3,37.40736,11.20502,359.6817,10032.36,810.0,161.0,971.0
2019-12-11,0.0,14.04607,95.40702,0.2935145,0.3591586,4.065522,3.078,-5.551115e-17,0.1,0.18,1021.097,0.0,23.74447,29.023,46.09,30.6396,17.52299,354.9766,10026.69,878.0,79.0,957.0
2019-12-12,0.0,14.11838,96.3735,0.272306,0.3360222,3.887371,0.162,-5.551115e-17,0.1,0.157,1021.926,0.0,21.90997,26.7385,42.51,28.20091,9.106806,296.0184,10016.91,812.0,73.0,885.0
2019-12-13,0.0,14.09242,97.55502,0.2417649,0.3027046,3.630826,-3.330669e-14,-5.551115e-17,0.0,0.0,1017.844,0.0,23.10387,28.744,47.2,31.99164,6.690033,359.3439,10028.04,1029.0,65.0,1094.0
2019-12-14,0.0,14.08776,96.8485,0.2292887,0.2890942,3.526025,-3.330669e-14,-5.551115e-17,0.0,0.0,1016.402,0.0,23.81901,29.694,52.76,33.42382,10.29001,334.8006,10026.04,585.0,41.0,626.0
2019-12-15,0.0,14.17574,95.46751,0.2183139,0.2771217,3.433837,-3.330669e-14,-5.551115e-17,0.0,0.0,1015.519,0.0,22.4355,31.0075,49.1,35.20535,13.21651,263.0944,10027.45,679.0,38.0,717.0
2019-12-16,0.0,14.02338,92.80402,0.2085567,0.2664776,3.351878,-3.330669e-14,-5.551115e-17,0.0,0.0,1013.826,0.0,22.98592,31.2395,53.8,36.6218,9.213314,262.5552,10029.1,981.0,97.0,1078.0
2019-12-17,0.0,13.98394,94.1275,0.3864924,0.4605892,4.846538,6.480002,-5.551115e-17,0.1,0.277,1017.383,0.0,23.44577,30.453,56.8,33.53193,15.95129,357.3713,10025.18,699.0,71.0,770.0
2019-12-18,0.0,13.47579,95.31248,0.3624695,0.4343823,4.644744,3.402,0.162,0.1,0.767,1023.979,0.0,20.24955,23.8535,26.89,18.15397,15.21001,358.9194,9986.75,1065.0,90.0,1155.0
2019-12-19,0.0,13.42778,95.55,0.3049541,0.3716383,4.161616,0.81,-5.551115e-17,0.1,4.468,1025.14,0.0,18.80259,21.348,29.08,18.80746,7.546221,339.1382,9987.0,996.0,108.0,1104.0
2019-12-20,0.0,14.19609,95.3,0.2733672,0.3371798,3.896285,0.162,-5.551115e-17,0.1,0.071,1023.003,0.0,19.12132,25.341,43.86,29.08672,12.76652,356.7313,10014.83,1081.0,124.0,1205.0
2019-12-21,0.0,13.65408,95.235,0.2574307,0.3197946,3.762418,0.162,-5.551115e-17,0.1,0.123,1021.433,0.0,21.34188,25.996,39.0,25.87926,7.521008,352.4594,10014.82,1531.0,121.0,1652.0
2019-12-22,0.0,13.69494,95.70099,0.3082436,0.3752268,4.189247,1.296,-5.551115e-17,0.1,5.371,1021.543,0.0,22.38227,25.4625,34.52,23.90718,13.2297,359.5375,10009.69,965.0,87.0,1052.0
2019-12-23,0.0,13.70557,96.67101,0.2875194,0.3526186,4.015164,0.162,-5.551115e-17,0.1,6.726,1023.18,0.0,21.21824,24.6525,35.83,23.23455,7.111217,359.6955,10008.48,1122.0,114.0,1236.0
2019-12-24,0.0,14.04707,96.3,0.2668709,0.330093,3.841716,-3.330669e-14,-5.551115e-17,0.0,0.0,1019.861,0.0,20.00702,25.3905,42.6,26.54058,10.00799,351.9786,10012.55,406.0,16.0,422.0
2019-12-25,0.0,14.09391,95.492,0.2582427,0.3206804,3.769239,-3.330669e-14,-5.551115e-17,0.0,0.0,1016.443,0.0,18.0017,25.0175,45.59,28.76502,9.865803,315.8909,10009.59,257.0,8.0,265.0
2019-12-26,0.0,14.25145,94.88802,0.2495612,0.3112097,3.696315,0.162,-5.551115e-17,0.0,0.0,1016.859,0.0,19.01339,26.6145,47.55,30.54237,9.687304,350.597,10013.62,1284.0,132.0,1416.0
2019-12-27,0.0,14.22495,93.252,0.2423541,0.3033473,3.635775,0.162,-5.551115e-17,0.0,0.0,1017.832,0.0,19.5865,27.99001,52.675,32.14607,7.722313,358.1905,10021.71,1132.0,56.0,1188.0
2019-12-28,0.0,14.2998,95.0065,0.2364783,0.2969374,3.586418,0.162,-5.551115e-17,0.0,0.0,1015.986,0.0,20.17108,27.3935,61.91,31.94133,12.90691,337.9007,10017.03,1070.0,89.0,1159.0
2019-12-29,0.0,14.33206,95.7325,0.2311642,0.2911403,3.54178,-3.330669e-14,-5.551115e-17,0.0,0.0,1013.254,0.0,22.5519,29.5695,48.47,32.71597,6.826828,358.9072,10026.5,776.0,27.0,803.0
2019-12-30,0.0,13.98667,96.82299,0.230095,0.2899739,3.532799,0.162,-5.551115e-17,0.0,0.0,1017.388,0.0,23.31573,29.573,52.3,32.57973,9.104711,359.4708,10025.68,738.0,37.0,775.0
2019-12-31,0.0,13.85119,97.438,0.2247503,0.2841433,3.487904,-3.330669e-14,-5.551115e-17,0.0,0.0,1019.457,0.0,24.47181,29.736,46.5,34.16621,8.085622,358.9912,10030.17,268.0,18.0,286.0
2020-01-01,0.0,13.69171,95.5605,0.2185229,0.2773498,3.435593,-3.330669e-14,-5.551115e-17,0.0,0.0,1017.71,0.0,23.43464,28.4015,41.81001,29.09637,8.379919,359.8647,10018.88,500.0,3.0,503.0
2020-01-02,0.0,14.2293,93.83649,0.2156694,0.2742368,3.411623,-3.2363e-14,-5.551115e-17,0.0,0.0,1012.341,0.0,22.84267,31.1115,54.29,35.60714,10.29481,317.9383,10028.54,1008.0,51.0,1059.0
2020-01-03,0.0,13.68023,95.731,0.2091232,0.2670956,3.356636,0.162,-5.551115e-17,0.0,0.0,1019.254,0.0,23.84649,31.769,52.6,30.33373,6.288913,359.55,10030.17,1032.0,41.0,1073.0
2020-01-04,0.0,13.47785,90.05251,0.2082016,0.2660902,3.348894,0.162,-5.551115e-17,0.1,1.537,1029.317,0.0,22.7102,25.1365,34.78001,22.78326,11.78702,359.8298,10005.08,907.0,14.0,921.0
2020-01-05,0.0,13.27673,94.68152,0.24286,0.3038993,3.640025,1.134,-5.551115e-17,0.1,6.26,1029.248,0.0,19.89846,22.666,30.37,20.51499,5.452523,342.4059,9996.489,873.0,56.0,929.0
2020-01-06,0.0,14.3933,96.06648,0.2404719,0.3012941,3.619965,8.100001,-5.551115e-17,0.0,0.0,1024.945,100.0,19.95357,26.1255,46.77,29.33856,7.326027,334.521,10022.18,859.0,83.0,942.0
2020-01-07,0.0,13.7204,92.81699,0.2371133,0.2976302,3.591753,0.162,-5.551115e-17,0.0,0.0,1025.06,0.0,20.41335,25.437,40.45,25.62964,10.0332,355.5754,10014.58,664.0,67.0,731.0
2020-01-08,0.0,14.1367,95.371,0.2343718,0.2946394,3.568724,-3.330669e-14,-5.551115e-17,0.1,0.067,1026.204,0.0,19.9255,25.9485,50.1,30.07231,14.4222,352.7713,10016.17,719.0,37.0,756.0
2020-01-09,0.0,13.9659,93.29651,0.224987,0.2844015,3.489892,0.162,-5.551115e-17,0.0,0.0,1021.344,0.0,20.67551,27.833,46.17,29.61757,19.647,291.1135,10019.3,795.0,38.0,833.0
2020-01-10,0.0,13.72918,95.10801,0.2219431,0.2810809,3.464323,0.324,-5.551115e-17,0.0,0.0,1017.162,0.0,23.13925,29.10842,46.97,31.73854,10.25582,357.5185,10027.15,728.0,91.0,819.0
2020-01-11,0.0,14.02898,96.66852,0.2205607,0.2795728,3.45271,0.162,-5.551115e-17,0.0,0.0,1017.915,0.0,23.97691,31.4305,47.7,33.42049,11.21341,347.8417,10032.28,584.0,65.0,649.0
2020-01-12,0.0,13.7291,93.88,0.2160582,0.2746609,3.414889,-3.330669e-14,-5.551115e-17,0.0,0.0,1019.987,0.0,22.64957,26.919,42.45,27.19748,8.424614,359.9771,10021.08,462.0,22.0,484.0
2020-01-13,0.0,14.05584,96.1945,0.2202778,0.2792642,3.450335,0.324,-5.551115e-17,0.1,0.168,1019.885,0.0,23.43523,30.479,49.0,32.95376,20.06999,353.2918,10026.59,762.0,43.0,805.0
2020-01-14,0.0,13.74551,94.07951,0.2135299,0.2719029,3.393652,0.324,-5.551115e-17,0.0,0.0,1019.334,0.0,23.28553,30.3275,50.0,33.44258,15.68699,124.833,10027.85,702.0,29.0,731.0
2020-01-15,0.0,14.13239,93.46701,0.2091338,0.2671071,3.356725,-3.330669e-14,-5.551115e-17,0.0,0.0,1018.825,0.0,23.22865,29.974,51.7,32.85936,16.974,145.8323,10026.34,850.0,27.0,877.0
2020-01-16,0.0,13.92177,93.77401,0.2056098,0.2632627,3.327123,-3.319567e-14,-5.551115e-17,0.0,0.0,1020.911,0.0,22.514,29.24421,46.6,32.77241,18.48598,135.7869,10023.53,791.0,83.0,874.0
2020-01-17,0.0,13.34402,95.93353,0.388588,0.4628753,4.864141,10.044,-5.551115e-17,0.1,0.346,1020.388,0.0,23.51731,28.18,36.32,24.94861,8.904303,353.085,10022.49,562.0,33.0,595.0
2020-01-18,0.0,13.76813,95.96249,0.3268675,0.3955438,4.345687,0.648,-5.551115e-17,0.1,0.15,1018.949,0.0,23.14709,29.4355,48.9,29.81533,13.87349,336.8159,10025.04,640.0,27.0,667.0
2020-01-19,0.0,13.61099,95.79002,0.4120432,0.4884628,5.061164,4.05,0.162,0.08000001,0.084,1021.997,0.0,23.88496,27.007,40.87,26.96048,12.501,340.1638,10019.99,499.0,27.0,526.0
2020-01-20,0.0,13.61208,96.41302,0.3548322,0.4260508,4.580591,3.402,-5.551115e-17,0.1,0.172,1025.198,0.0,22.48576,26.5375,37.49,26.59184,12.75961,359.7245,10020.41,747.0,83.0,830.0
2020-01-21,0.0,13.42447,92.20499,0.2932077,0.358824,4.062945,-3.330669e-14,-5.551115e-17,0.0,0.0,1027.779,0.0,18.02731,24.745,40.24,23.08413,11.78432,359.8704,10011.02,671.0,65.0,736.0
2020-01-22,0.0,14.20246,94.91402,0.2740879,0.3379661,3.902339,-3.330669e-14,-5.551115e-17,0.0,0.0,1024.028,0.0,18.36152,25.6675,52.0,29.26731,11.72701,357.5042,10014.54,840.0,46.0,886.0
2020-01-23,0.0,13.98343,93.2335,0.2608016,0.3234718,3.790733,-3.269607e-14,-5.551115e-17,0.0,0.0,1015.895,0.0,20.58057,28.5635,52.0,31.09047,7.494314,359.277,10026.71,944.0,86.0,1030.0
2020-01-24,0.0,13.97169,94.84899,0.2523835,0.3142886,3.720023,-3.330669e-14,-5.551115e-17,0.0,0.0,1019.312,0.0,21.82319,26.33,42.25,26.60624,9.663583,359.8136,10016.44,722.0,147.0,869.0
2020-01-25,0.0,13.53748,96.1275,0.2476387,0.3091125,3.680166,0.162,-5.551115e-17,0.0,0.0,1020.146,0.0,22.26347,28.2275,49.57,27.66546,9.014413,342.474,10024.03,447.0,53.0,500.0
2020-01-26,0.0,14.00358,95.80581,0.2438686,0.3049996,3.648497,-3.330669e-14,-5.551115e-17,0.0,0.0,1017.113,0.0,22.85077,30.255,45.7,32.519,6.129918,353.5746,10031.07,534.0,15.0,549.0
2020-01-27,0.0,13.66957,96.9985,0.2395709,0.3003112,3.612397,-3.330669e-14,-5.551115e-17,0.0,0.0,1017.518,0.0,23.63008,29.9805,51.6,31.75396,9.387014,359.8556,10028.2,725.0,69.0,794.0
2020-01-28,0.0,13.75679,95.3145,0.2302078,0.2900969,3.533746,-3.330669e-14,-5.551115e-17,0.0,0.0,1014.225,0.0,22.92555,29.9795,42.4,34.92263,10.32001,350.6287,10030.38,731.0,50.0,781.0
2020-01-29,0.0,13.42588,96.8205,0.2408847,0.3017444,3.623432,0.324,-5.551115e-17,0.1,0.153,1016.932,0.0,23.55589,25.2155,30.56,21.72441,10.47,359.4023,10006.49,876.0,88.0,964.0
2020-01-30,0.0,13.78815,95.114,0.2407109,0.3015549,3.621972,0.162,-5.551115e-17,0.1,0.071,1016.032,0.0,22.00355,28.252,46.5,29.07287,11.1588,334.4176,10024.4,891.0,61.0,952.0
2020-01-31,0.0,13.60947,95.86778,0.2310371,0.2910015,3.540712,-3.330669e-14,-5.551115e-17,0.0,0.0,1017.627,0.0,23.39536,29.48158,52.8,31.78507,16.23598,356.8629,10026.9,774.0,47.0,821.0
2020-02-01,0.0,12.76088,95.6045,0.429571,0.507584,5.208398,9.396002,-5.551115e-17,0.1,0.269,1026.083,0.0,23.72158,24.4985,28.22,20.32011,15.74639,359.3709,10002.11,544.0,31.0,575.0
2020-02-02,0.0,13.40832,92.94402,0.2962442,0.3621367,4.088452,-3.330669e-14,-5.551115e-17,0.0,0.0,1026.005,0.0,19.81596,25.4545,42.57,26.3252,11.24101,351.5519,10014.42,387.0,17.0,404.0
2020-02-03,0.0,14.28379,94.41652,0.2751586,0.3391341,3.911333,0.162,-5.551115e-17,0.0,0.0,1020.002,0.0,19.96635,27.212,51.6,30.25242,12.10502,331.4881,10019.89,638.0,32.0,670.0
2020-02-04,0.0,13.8743,94.498,0.2584918,0.3209521,3.771331,-3.330669e-14,-5.551115e-17,0.0,0.0,1016.074,0.0,21.44736,31.3405,51.0,34.79617,10.26902,186.4068,10031.86,554.0,30.0,584.0
2020-02-05,0.0,13.40208,93.39851,0.2466905,0.308078,3.672201,0.81,-5.551115e-17,0.0,0.0,1010.843,100.0,23.24025,32.5115,50.0,36.25051,7.996818,359.5261,10035.77,578.0,37.0,615.0
2020-02-06,0.0,13.40891,89.5545,0.1907196,0.2470189,3.202046,-3.264056e-14,-5.551115e-17,0.07000001,0.309,1013.375,0.0,23.05678,35.00451,49.33334,38.2258,18.53098,359.1664,10038.79,827.0,81.0,908.0
2020-02-07,0.0,12.77611,94.4375,0.1994495,0.2565424,3.275376,0.324,-5.551115e-17,0.1,2.195,1017.428,0.0,22.12172,24.62316,30.81,21.91935,11.12403,355.4229,10003.18,876.0,47.0,923.0
2020-02-08,0.0,12.32722,95.1195,0.1955365,0.2522736,3.242507,-3.330669e-14,-5.551115e-17,0.0,0.0,1019.12,0.0,23.3996,28.957,40.29,26.35616,6.451219,359.432,10022.65,573.0,57.0,630.0
